country_id,gpd_campaign_id,channel_id,product_id,creative_id,media_buy_id,strategy_id,site_id,date,campaign_manager_flag,campaign_desc,campaign_start_date,campaign_end_date,campaign_platform_start_date,campaign_platform_end_date,campaign_status,publisher,actual_spend_dollars,actual_spend_local_currency,buying_currency,clicks,impressions,video_completion_25,video_completion_50,video_completion_75,video_fully_played,video_plays,views,brand,segment,portfolio,strategic_cell,site_desc,objective,optimisation,placement_type,media_buy_objective,media_buy_desc_old,media_buy_type,language,costing_model,buying_type,data_type,media_buy_naming_convention_flag,media_buy_partner,media_buy_format,channel_desc,platform_desc,campaign_subproduct,campaign_desc_old,shortened_campaign_id,media_channel,business_channel,media_objective,starting_monthyear,campaign_naming_convention_flag,naming_flag,creative_desc,creative_taxonomy,creative_name,creative_variant,cta,landing_page,creative_type,creative_subproduct,audience_name,audience_type,creative_platform,creative_partner,feature_message,creative_naming_convention_flag,ad_tag_size,dimension,creative_market,creative_language,campaign_type,creative_code,Mars_Period,Country,local_currency,Region,CLUSTER,planned_spend_dollars,planned_spend_local_currency,media_buy_desc,campaign_advertiser,creative_campaign_free_field,creative_format,device,strategy,min_audience_age,max_audience_age
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_1675,DATAROMA_DE_4531,DATAROMA_DE_24,DATAROMA_DE_6,11/13/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,276,254.6844404,EUR,240,84536,24209,5841,4521,1005,29001,7901,Kind,MW,miscellaneous,miscellaneous,YOUTUBE.COM,AWARENESS,sdd,video,AWARENESS,DE_sdd_VIDEO_VIEW_video,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_8_v1,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_contextual_18-24_music-entertainment-10s_v1_video_9x16_6s_na_shop-now_mars_#118759 (OPID-31661),music-entertainment-10s,v1,shop-now,mars,bid-adr,kind,18-24,contextual,dv360,yt,na,1,9x16,6s,de,de,bid-adr,1675,12,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_contextual_18-24_2pd_AWARENESS_sdd_video_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,18,24
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_12069,DATAROMA_DE_3493,DATAROMA_DE_18,DATAROMA_DE_4,11/19/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,7583,6997.362724,EUR,37,46833,7771,4449,2628,1426,7973,3175,Kind,MW,miscellaneous,miscellaneous,MATHEPOWER.COM,AWARENESS,na,sdd,AWARENESS,DE_na_REACH_sdd,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_9_v2,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_demo-only_25-32_halloween-party-4x6_v2_video_9x16_6s_reach_learn-more_amazon_#118759 (OPID-75729),halloween-party-4x6,v2,learn-more,amazon,bid-adr,kind,25-32,demo-only,dv360,yt,reach,1,9x16,6s,de,de,bid-adr,12069,12,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_demo-only_25-32_2pd_AWARENESS_na_sdd_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,25,32
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_25027,DATAROMA_DE_3685,DATAROMA_DE_23,DATAROMA_DE_3,11/24/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,1695,1564.094661,EUR,310,71553,5047,4800,481,461,33671,29588,Kind,MW,miscellaneous,miscellaneous,GOOGLE YOUTUBE VIDEOS,AWARENESS,reach,bumpers,AWARENESS,DE_reach_VIDEO_VIEW_bumpers,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_4_v1,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_demo-only_25-32_chew-mail-4x5&9x18_v1_video_9x16_6s_na_shop-now_mars_#118759 (OPID-14169),chew-mail-4x5&9x18,v1,shop-now,mars,bid-adr,kind,25-32,demo-only,dv360,yt,na,1,9x16,6s,de,de,bid-adr,25027,12,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_demo-only_25-32_2pd_AWARENESS_reach_bumpers_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,25,32
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_19817,DATAROMA_DE_2003,DATAROMA_DE_17,DATAROMA_DE_5,12/2/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,3844,3547.126772,EUR,28,21030,5948,3395,3022,1834,8463,4430,Kind,MW,miscellaneous,miscellaneous,YOUTUBE,AWARENESS,sdd,hybrid,AWARENESS,DE_sdd_REACH_hybrid,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_6_v1,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_interest_18-24_no-spoilers-4x5&9x19_v1_video_9x16_6s_na_learn-more_mars_#118759 (OPID-18603),no-spoilers-4x5&9x19,v1,learn-more,mars,bid-adr,kind,18-24,interest,dv360,yt,na,1,9x16,6s,de,de,bid-adr,19817,13,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_interest_18-24_2pd_AWARENESS_sdd_hybrid_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,18,24
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_12069,DATAROMA_DE_59,DATAROMA_DE_18,DATAROMA_DE_6,11/9/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,1398,1290.032057,EUR,119,71214,7711,4872,2736,1424,14510,3435,Kind,MW,miscellaneous,miscellaneous,YOUTUBE.COM,AWARENESS,1pd,other,AWARENESS,DE_1pd_POST_ENGAGEMENT_other,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_9_v2,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_demo-only_25-32_halloween-party-4x6_v2_video_9x16_6s_reach_learn-more_amazon_#118759 (OPID-75729),halloween-party-4x6,v2,learn-more,amazon,bid-adr,kind,25-32,demo-only,dv360,yt,reach,1,9x16,6s,de,de,bid-adr,12069,12,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_demo-only_25-32_2pd_AWARENESS_1pd_other_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,25,32
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_6833,DATAROMA_DE_5224,DATAROMA_DE_20,DATAROMA_DE_5,12/4/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,2987,2756.313129,EUR,41,136326,2732,1215,1172,1004,6190,4097,Kind,MW,miscellaneous,miscellaneous,YOUTUBE,AWARENESS,na,preroll,AWARENESS,DE_na_REACH_preroll,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_3_v2,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_interest_18plus_entertainment_v2_video_9x16_6s_reach_learn-more_amazon_#118759 (OPID-43366),entertainment,v2,learn-more,amazon,bid-adr,kind,18plus,interest,dv360,yt,reach,1,9x16,6s,de,de,bid-adr,6833,13,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_interest_18plus_2pd_AWARENESS_na_preroll_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,18,99
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_1675,DATAROMA_DE_5225,DATAROMA_DE_22,DATAROMA_DE_6,11/28/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,3989,3680.92838,EUR,145,37491,25223,17584,7312,589,29269,28899,Kind,MW,miscellaneous,miscellaneous,YOUTUBE.COM,AWARENESS,1pd,commercials,AWARENESS,DE_1pd_VIDEO_VIEW_commercials,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_8_v1,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_contextual_18-24_music-entertainment-10s_v1_video_9x16_6s_na_shop-now_mars_#118759 (OPID-31661),music-entertainment-10s,v1,shop-now,mars,bid-adr,kind,18-24,contextual,dv360,yt,na,1,9x16,6s,de,de,bid-adr,1675,12,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_contextual_18-24_2pd_AWARENESS_1pd_commercials_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,18,24
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_25028,DATAROMA_DE_110,DATAROMA_DE_23,DATAROMA_DE_5,11/29/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,1891,1744.957525,EUR,747,110609,13317,11151,3041,347,82833,47618,Kind,MW,miscellaneous,miscellaneous,YOUTUBE,AWARENESS,sdd,sdd,AWARENESS,DE_sdd_RF_REACH_sdd,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_7_v1,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_interest_18-24_high-tea-treets-4x5&9x18_v1_video_9x16_6s_na_shop-now_mars_#118759 (OPID-15524),high-tea-treets-4x5&9x18,v1,shop-now,mars,bid-adr,kind,18-24,interest,dv360,yt,na,1,9x16,6s,de,de,bid-adr,25028,12,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_interest_18-24_2pd_AWARENESS_sdd_sdd_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,18,24
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_19816,DATAROMA_DE_1087,DATAROMA_DE_19,DATAROMA_DE_2,11/13/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,3939,3634.789895,EUR,321,97943,14138,2585,2270,475,34922,16188,Kind,MW,miscellaneous,miscellaneous,EAT CLUB REZEPTE & KOCHEN - ANDROID (DE.FUNKE.EATCLUB),AWARENESS,1pd,bumpers,AWARENESS,DE_1pd_AWARENESS_bumpers,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_5_v2,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_interest_18-24_music-entertainment-10s_v2_video_9x16_6s_na_learn-more_mars_#118759 (OPID-99294),music-entertainment-10s,v2,learn-more,mars,bid-adr,kind,18-24,interest,dv360,yt,na,1,9x16,6s,de,de,bid-adr,19816,12,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_interest_18-24_2pd_AWARENESS_1pd_bumpers_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,18,24
DE,DATAROMA_DE_3,DATAROMA_DE_1,DATAROMA_DE_MW_1,DATAROMA_DE_19816,DATAROMA_DE_3147,DATAROMA_DE_17,DATAROMA_DE_5,11/9/2024,0,de_kin_p11-12-vnp_mw_eu_other_brand_social_views_dir-nadr_1024_118759,10/30/2024,12/6/2024,10/30/2024,12/6/2024,Inactive,Dv360,5708,5267.169515,EUR,8,136802,37337,4637,1732,883,40135,3199,Kind,MW,miscellaneous,miscellaneous,YOUTUBE,AWARENESS,reach,instream,AWARENESS,DE_reach_OUTCOME_AWARENESS_instream,REAL-TIME BIDDING (VIDEO),de,CPM,auction,2pd,Compliant,amz,video,PROGRAMMATIC,DV360,kind,DE_Kind_mw_eur_Dv360_3,de_kin_p11-12-vnp_mw_eu_other_brand_social,social,brand,views,102024,Compliant,1,DE_Kind_mw_eur_Dv360_3_5_v2,de_kin_p11-12-vnp_de_dv360_yt_dir-nadr_interest_18-24_music-entertainment-10s_v2_video_9x16_6s_na_learn-more_mars_#118759 (OPID-99294),music-entertainment-10s,v2,learn-more,mars,bid-adr,kind,18-24,interest,dv360,yt,na,1,9x16,6s,de,de,bid-adr,19816,12,GERMANY,EUR,EU/CEABT,DACH,0,0,de_kin_p11-12-vnp_de_see_dv360_yt_auction_CPM_bid-adr_interest_18-24_2pd_AWARENESS_reach_instream_video_cross-device_9x16_6s_snap-lense,DE_ESS_MARS_MW_Kind_EUR,p11-12-vnp,video,cross-device,see,18,24
